;original_title;budget;popularity;release_date;revenue;clear_genres
343;Bullets Over Broadway;0;5.72288;1994-10-14;0.0;Action, Comedy, Thriller
344;Clear and Present Danger;62000000;7.513245;1994-08-03;215887717.0;Action, Drama, Thriller
345;The Client;45000000;15.263829;1994-07-20;117615211.0;Drama, Thriller, Crime, Mystery
346;Corrina, Corrina;0;6.924689;1994-08-12;0.0;Comedy, Drama, Family, Romance
347;Crooklyn;0;2.533022;1994-05-13;0.0;Comedy, Drama
348;The Crow;15000000;15.799336;1994-05-11;94000000.0;Fantasy, Action, Thriller
349;Cobb;0;2.583363;1994-12-02;1007583.0;Drama
350;The Flintstones;46000000;15.019586;1994-05-26;341631208.0;Fantasy, Comedy, Family
351;Forrest Gump;55000000;48.307194;1994-07-06;677945399.0;Comedy, Drama, Romance
352;Four Weddings and a Funeral;6000000;8.990345;1994-03-09;254700832.0;Comedy, Drama, Romance
353;Higher Learning;0;7.817811;1995-01-11;38290723.0;Romance, Drama, Crime
354;I Like It Like That;0;0.289295;1994-10-14;1777020.0;Comedy, Drama, Romance
355;I Love Trouble;45000000;3.570874;1994-06-29;61947267.0;Action, Comedy, Romance
356;It Could Happen to You;0;11.272073;1994-07-29;0.0;Comedy, Drama, Romance
357;The Jungle Book;0;10.714235;1994-12-23;0.0;Adventure, Drama, Family
358;Die Macht der Bilder: Leni Riefenstahl;0;0.568884;1993-09-11;449707.0;Documentary, Foreign
359;The Lion King;45000000;21.605761;1994-06-23;788241776.0;Family, Animation, Drama
360;Little Buddha;35000000;5.681522;1993-12-01;4858139.0;Drama, History
361;New Nightmare;14000000;9.860522;1994-10-13;18090181.0;Horror, Thriller, Mystery, Fantasy
362;The Mask;23000000;14.13488;1994-07-29;351583407.0;Romance, Comedy, Crime, Fantasy
363;Maverick;0;15.050326;1994-05-20;0.0;Action, Adventure, Comedy, Drama, Western
364;Mrs. Parker and the Vicious Circle;0;4.739054;1994-09-07;0.0;Drama
365;The Naked Gun 33⅓: The Final Insult;30000000;10.587232;1994-03-18;51132598.0;Comedy, Crime
366;The Paper;6000000;4.006063;1994-03-18;0.0;Comedy, Drama
367;Reality Bites;11500000;6.514592;1994-02-18;20079850.0;Drama
368;Red Rock West;8000000;5.137903;1993-07-08;2000000.0;Crime, Drama, Thriller
369;Ri¢hie Ri¢h;40000000;6.595255;1994-12-19;0.0;Comedy, Family
370;Safe Passage;0;4.931565;1994-12-01;0.0;Drama
371;The River Wild;45000000;10.511241;1994-09-30;0.0;Action, Adventure, Crime, Thriller
372;Speed;30000000;10.859292;1994-06-09;350448145.0;Action, Adventure, Crime
373;Speechless;0;2.334226;1994-12-16;0.0;Comedy, Romance
374;Timecop;27000000;8.907074;1994-09-15;101646581.0;Thriller, Science Fiction, Action, Crime
375;True Lies;115000000;11.396099;1994-07-14;378882411.0;Action, Thriller
376;When a Man Loves a Woman;0;4.322544;1994-04-29;50021959.0;Drama, Romance
377;Wolf;0;14.063845;1994-06-17;0.0;Fantasy
378;Wyatt Earp;63000000;9.277147;1994-06-24;25052000.0;Drama, Action, Western
379;Bad Company;0;0.912415;1995-01-20;0.0;Action, Crime, Romance, Thriller
380;A Man of No Importance;0;0.406113;1994-12-22;953.0;Comedy, Drama
381;S.F.W.;0;2.504529;1994-09-15;0.0;Comedy, Drama
382;A Low Down Dirty Shame;10000000;3.021526;1994-11-23;29392418.0;Action, Comedy, Crime
383;Boys Life: Three Stories of Love, Lust, and Liberation;0;0.054148;1994-09-30;0.0;Drama
384;Le colonel Chabert;0;0.934312;1994-01-01;0.0;Drama
385;Faster, Pussycat! Kill! Kill!;45000;4.220541;1965-08-06;0.0;Action, Crime
386;Jason's Lyric;7000000;0.912909;1994-09-28;20851521.0;Crime, Drama, Romance
387;The Secret Adventures of Tom Thumb;0;0.381704;1993-12-10;0.0;Animation, Science Fiction
388;Street Fighter;35000000;13.58449;1994-12-22;99423521.0;Action, Adventure, Thriller
389;Coldblooded;0;2.342756;1995-09-15;0.0;Action, Comedy
390;Desert Winds;0;0.251223;1997-12-31;0.0;
391;Fall Time;0;1.108494;1995-05-13;0.0;Action, Adventure, Crime, Drama, Thriller
392;The Fear;0;0.268043;1995-01-20;0.0;Horror, Thriller
393;Frank and Ollie;0;0.142357;1995-10-20;0.0;Documentary
394;Girl in the Cadillac;0;0.405392;1995-10-24;0.0;Romance, Adventure, Crime, Drama
395;Homage;0;0.014925;1995-05-03;0.0;Thriller, Drama
396;Mirage;0;0.302957;1995-11-21;0.0;Action, Thriller
397;Open Season;0;0.012456;1996-05-03;0.0;Comedy
398;Dos Crímenes;0;0.233376;1995-05-26;0.0;
399;Brother Minister: The Assassination of Malcolm X;0;0.0368;1995-03-01;0.0;Documentary
400;Highlander III: The Sorcerer;26000000;6.866634;1994-11-29;36800000.0;Action, Fantasy, Science Fiction
401;Federal Hill;0;0.100685;1995-02-24;0.0;
402;In the Mouth of Madness;8000000;8.497643;1994-12-12;8946600.0;Horror, Mystery, Thriller
403;8 Seconds;0;1.888534;1994-02-25;0.0;Drama, Romance
404;Above the Rim;0;4.38154;1994-03-23;0.0;Crime, Drama
405;Addams Family Values;0;17.555909;1993-11-19;48919043.0;Comedy, Family, Fantasy
406;Martin Lawrence: You So Crazy;0;0.394194;1994-04-27;0.0;Comedy
407;The Age of Innocence;34000000;8.013617;1993-09-17;32255440.0;Drama, Romance
408;Airheads;0;7.09232;1994-08-05;0.0;Comedy, Crime, Music
409;The Air Up There;17080000;1.896273;1994-01-07;21011500.0;Comedy, Family
410;Another Stakeout;0;12.967239;1993-07-22;0.0;Action, Comedy
411;Bad Girls;0;14.644772;1994-04-22;15240435.0;Action, Adventure, Comedy, Drama, Western
412;Barcelona;3200000;1.632711;1994-07-29;0.0;Comedy, Drama, Romance
413;Being Human;40000000;2.783872;1994-05-06;0.0;Drama, Comedy, Fantasy
414;The Beverly Hillbillies;0;5.673735;1993-10-15;0.0;Comedy
415;Beverly Hills Cop III;50000000;11.787784;1994-05-24;119208989.0;Action, Comedy, Crime
416;Black Beauty;0;8.398845;1994-07-29;0.0;Action, Adventure, Drama, Family
417;Blink;0;3.00282;1994-01-26;16668552.0;Mystery, Crime, Drama, Thriller
418;Blown Away;0;13.155071;1994-07-01;30156002.0;Drama, Action, Thriller
419;Blue Chips;0;6.131056;1994-02-18;0.0;Drama
420;Blue Sky;0;4.993829;1994-09-16;0.0;Drama, Romance
421;Body Snatchers;13000000;6.559693;1993-06-09;428868.0;Horror, Science Fiction, Thriller
422;Boxing Helena;0;4.304224;1993-06-18;1796389.0;Drama, Romance
423;A Bronx Tale;22000000;6.115628;1993-09-14;17287898.0;Drama, Crime
424;Cabin Boy;0;1.679042;1994-01-07;3662459.0;Comedy
425;Calendar Girl;13000000;1.316741;1993-09-03;2570145.0;Drama, Comedy
426;Carlito's Way;30000000;8.698509;1993-11-10;36516012.0;Action, Crime, Drama, Thriller
427;City Slickers II: The Legend of Curly's Gold;0;8.605703;1994-06-10;0.0;Action, Comedy, Drama, Western
428;Clean Slate;0;2.724621;1994-05-06;7355425.0;Comedy, Thriller, Mystery
429;Cliffhanger;70000000;9.830853;1993-05-28;255000211.0;Action, Adventure, Thriller
430;Coneheads;0;10.722729;1993-07-23;0.0;Comedy, Science Fiction, Family
431;Color of Night;40000000;14.228963;1994-08-19;19726050.0;Drama, Mystery, Romance, Thriller
432;Cops & Robbersons;0;7.042878;1994-04-15;0.0;Action, Comedy, Family
433;The Cowboy Way;0;4.286279;1994-06-03;0.0;Western, Action, Comedy
434;Dangerous Game;0;2.70097;1993-11-19;0.0;Drama
435;Dave;0;13.696394;1993-05-07;63000000.0;Comedy
436;Dazed and Confused;6900000;6.8652;1993-09-24;7993039.0;Comedy, Drama
437;Demolition Man;57000000;11.626116;1993-10-08;159055768.0;Crime, Action, Science Fiction
438;The Endless Summer 2;0;0.408159;1994-06-03;0.0;Documentary
439;Even Cowgirls Get the Blues;8000000;2.970724;1994-05-13;0.0;Western, Drama, Comedy, Romance
440;Fatal Instinct;0;3.555139;1993-10-29;0.0;Comedy
441;霸王别姬;0;4.875827;1993-09-16;0.0;Drama
442;The Favor;0;1.344876;1994-04-29;0.0;Drama, Comedy, Romance
443;Fearless;0;9.284624;1993-10-15;0.0;Drama
444;Fear of a Black Hat;0;0.985441;1994-10-28;0.0;Comedy
445;With Honors;0;2.969003;1994-04-29;0.0;Comedy, Drama
446;Flesh and Bone;0;1.896869;1993-11-05;9488998.0;Drama, Mystery, Romance
447;Widows' Peak;0;0.409427;1994-05-13;0.0;Comedy, Thriller, Mystery, Romance, Foreign
448;For Love or Money;30000000;8.468869;1993-10-01;11146270.0;Comedy, Romance
449;The Firm;42000000;9.678367;1993-06-30;270248367.0;Drama, Mystery, Thriller
450;Free Willy;20000000;5.990572;1993-07-16;153698625.0;Family, Adventure
451;Fresh;0;3.970215;1994-08-24;0.0;Crime, Drama, Thriller
452;The Fugitive;44000000;10.08937;1993-08-06;368875760.0;Adventure, Action, Thriller, Crime, Mystery
453;Geronimo: An American Legend;35000000;4.653462;1993-12-10;18635620.0;History, Action, Drama, Western
454;The Getaway;0;14.214403;1994-02-11;30.0;Drama, Action, Thriller
455;Getting Even with Dad;30000000;2.410545;1994-06-17;0.0;Family, Comedy, Crime
456;Go Fish;0;0.775898;1994-06-10;0.0;Drama, Romance
457;A Good Man in Africa;0;5.22583;1994-07-14;0.0;Comedy, Drama
458;Guilty as Sin;0;5.385108;1993-06-04;22886222.0;Drama, Thriller
459;Hard Target;18000000;7.834351;1993-08-20;74189677.0;Action, Adventure, Crime, Thriller
460;Heaven & Earth;33000000;4.190541;1993-12-24;0.0;History, War, Action, Drama
461;Hot Shots! Part Deux;25000000;13.482371;1993-05-21;133752825.0;Action, Comedy, War
462;Live Nude Girls;0;2.138959;1995-12-08;0.0;Comedy
463;The Englishman Who Went Up a Hill But Came Down a Mountain;0;5.331753;1995-05-12;0.0;Drama, Comedy, Romance
464;The House of the Spirits;25000000;10.687795;1993-10-19;0.0;Romance, Drama
465;House Party 3;0;0.996047;1994-01-01;0.0;Comedy
466;The Hudsucker Proxy;30000000;7.550545;1994-03-11;0.0;Comedy, Drama
467;I'll Do Anything;40000000;1.742974;1994-02-04;0.0;Comedy, Drama
468;In the Army Now;0;6.071466;1994-08-12;28881266.0;Comedy
469;In the Line of Fire;40000000;12.637158;1993-07-08;176997168.0;Action, Drama, Thriller, Crime, Mystery
470;In the Name of the Father;13000000;7.405895;1993-12-12;65796862.0;Drama
471;The Inkwell;0;0.613335;1994-04-22;8880705.0;Comedy, Drama, Romance
472;What's Love Got to Do with It;0;14.820883;1993-06-09;0.0;Drama, Music
473;Jimmy Hollywood;30000000;4.563989;1994-03-30;0.0;Comedy
474;Judgment Night;0;5.538671;1993-10-15;12136938.0;Action, Thriller, Crime
475;Jurassic Park;63000000;8.863776;1993-06-11;920100000.0;Adventure, Science Fiction
476;Kalifornia;9000000;8.4337;1993-09-01;2395231.0;Thriller, Crime
477;Killing Zoe;1500000;4.948569;1993-10-01;418961.0;Action, Crime, Drama, Thriller
478;King of the Hill;0;4.375347;1993-08-20;0.0;Drama
479;Lassie;0;3.645342;1994-07-22;0.0;Action, Adventure, Drama, Family
480;Last Action Hero;85000000;9.434006;1993-06-18;137298489.0;Adventure, Fantasy, Action, Comedy, Family
481;Life With Mikey;0;6.446229;1993-06-04;0.0;Comedy, Family
482;Lightning Jack;0;2.913584;1994-03-11;0.0;Action, Comedy, Western
483;M. Butterfly;0;6.516976;1993-09-09;1499795.0;Drama, Romance
484;Made in America;22000000;5.43085;1993-05-27;0.0;Comedy
485;Malice;0;9.861672;1993-09-29;46405336.0;Drama, Crime
486;The Man without a Face;0;5.997712;1993-08-25;24760338.0;Drama
487;Manhattan Murder Mystery;13500000;8.939404;1993-08-18;11285588.0;Comedy, Mystery
488;Menace II Society;3500000;5.260924;1993-05-26;27900000.0;Drama, Action, Crime
489;Executive Decision;55000000;13.106291;1996-03-15;121969216.0;Action, Adventure, Drama, Thriller
490;愛のコリーダ;0;8.932494;1976-05-15;0.0;Drama, Romance
491;What Happened Was...;0;0.534606;1994-09-09;0.0;Thriller, Comedy, Drama, Romance
492;Much Ado About Nothing;8000000;8.62724;1993-05-07;0.0;Drama, Comedy, Romance
493;Mr. Jones;0;6.579753;1993-10-08;0.0;Drama, Romance
494;Mr. Wonderful;0;13.011091;1993-10-15;0.0;Comedy, Romance
495;Mrs. Doubtfire;25000000;11.16553;1993-11-24;441286195.0;Comedy, Drama, Family
496;Naked;0;8.665198;1993-09-14;0.0;Comedy, Drama
497;The Next Karate Kid;12000000;9.9697;1994-07-18;15826984.0;Adventure
498;The New Age;0;0.596207;1994-09-16;0.0;Comedy, Drama
499;No Escape;20000000;9.715187;1994-04-29;15340000.0;Action, Drama, Science Fiction, Thriller
500;North;40000000;15.534707;1994-07-22;0.0;Comedy, Drama, Family, Fantasy, Science Fiction
501;Orlando;4000000;3.800785;1992-09-01;0.0;Romance, Drama, Fantasy
502;A Perfect World;30000000;8.040589;1993-11-24;135130999.0;Crime, Drama, Thriller
503;Philadelphia;26000000;13.373006;1993-12-22;206678440.0;Drama
504;The Piano;7000000;7.436758;1993-05-19;116700000.0;Drama, Romance
505;Poetic Justice;14000000;6.972599;1993-07-23;27515786.0;Drama, Romance
506;The Program;0;3.199976;1993-09-24;23042200.0;Drama
507;The Puppet Masters;0;7.272296;1994-10-21;8638072.0;Horror, Science Fiction, Thriller
508;Radioland Murders;0;8.506727;1994-10-21;0.0;Comedy, Crime, Drama, Music, Mystery, Romance
509;The Ref;11000000;5.868677;1994-03-09;11439193.0;Comedy
510;The Remains of the Day;11500000;12.222576;1993-11-05;23237911.0;Drama, Romance
511;Renaissance Man;40000000;4.985157;1994-06-03;24332324.0;Comedy, War
512;Rising Sun;0;6.279082;1993-07-30;107198790.0;Action, Drama, Thriller
513;The Road to Wellville;0;3.416181;1994-10-28;0.0;Comedy, Romance
514;RoboCop 3;22000000;8.685798;1993-04-17;10696210.0;Action, Adventure, Crime, Science Fiction, Thriller
515;Robin Hood: Men in Tights;20000000;17.136672;1993-07-28;35739755.0;Comedy
516;Romeo Is Bleeding;11500000;9.796318;1993-09-13;3275585.0;Action, Crime, Drama, Thriller
517;Romper Stomper;0;5.157926;1992-03-05;0.0;Action, Drama, Thriller
518;Ruby in Paradise;800000;0.941994;1993-10-08;1001437.0;Drama, Romance
519;Rudy;12000000;5.914833;1993-09-17;22750363.0;Drama
520;The Saint of Fort Washington;0;1.065843;1993-11-03;0.0;Drama
521;Les Nuits Fauves;0;1.031556;1992-08-19;0.0;Drama
522;Schindler's List;22000000;41.725123;1993-11-29;321365567.0;Drama, History, War
523;The Scout;0;5.715608;1994-09-30;0.0;Comedy, Drama
524;Searching for Bobby Fischer;0;12.048587;1993-08-13;7266383.0;Drama
525;Second Best;0;0.882596;1994-09-30;0.0;Drama
526;The Secret Garden;0;6.499523;1993-08-13;0.0;Drama, Family, Fantasy
527;Serial Mom;13000000;5.305311;1994-04-13;7820688.0;Comedy, Crime, Horror, Thriller
528;The Shadow;25000000;7.881107;1994-07-01;48063435.0;Adventure, Fantasy, Action, Thriller, Science Fiction
529;Shadowlands;22000000;2.96586;1993-12-25;0.0;Drama, Romance
530;Short Cuts;0;8.829337;1993-09-05;6110979.0;Comedy, Drama
531;A Simple Twist of Fate;0;4.13516;1994-09-02;0.0;Drama, Family
532;Sirens;0;2.86213;1993-10-01;7770731.0;Comedy, Drama
533;Six Degrees of Separation;0;8.730025;1993-12-08;0.0;Mystery, Drama, Comedy
534;Sleepless in Seattle;21000000;10.234919;1993-06-24;227799884.0;Comedy, Drama, Romance
535;Sliver;40000000;11.23297;1993-05-21;116300000.0;Drama, Thriller
536;Blade Runner;28000000;96.272374;1982-06-25;33139618.0;Science Fiction, Drama, Thriller
537;Son in Law;0;9.122718;1993-07-02;36448200.0;Comedy, Drama, Romance
538;So I Married an Axe Murderer;20000000;8.051914;1993-07-30;11585483.0;Comedy, Crime, Romance
539;Striking Distance;30;13.390917;1993-09-17;0.0;Crime, Action, Mystery, Thriller
540;Harem;0;1.825468;1985-11-20;0.0;History, Drama, Romance
541;Super Mario Bros.;48000000;7.198455;1993-05-28;20915465.0;Adventure, Comedy, Family, Fantasy
542;Surviving the Game;7400000;3.644641;1994-04-15;7690013.0;Action, Adventure, Thriller, Crime
543;Terminal Velocity;50000000;8.012225;1994-09-23;16478900.0;Action, Thriller
544;Thirty Two Short Films About Glenn Gould;0;0.873068;1993-11-26;0.0;Drama, Music
545;Threesome;0;10.82236;1994-04-08;0.0;Comedy, Drama, Family, Romance
546;The Nightmare Before Christmas;18000000;17.730913;1993-10-09;75634409.0;Fantasy, Animation, Family
547;The Three Musketeers;30000000;6.34785;1993-11-11;53898845.0;Action, Adventure, Comedy
548;Tombstone;25000000;11.338194;1993-12-25;56505065.0;Action, Adventure, Drama, History, Western
549;Trial by Jury;0;0.85586;1994-09-09;0.0;Drama, Action, Thriller
550;True Romance;12500000;17.189328;1993-09-09;12281551.0;Action, Thriller, Crime, Romance
551;The War Room;0;1.273617;1993-12-05;0.0;Documentary, History
552;The Pagemaster;27000000;7.436001;1994-11-23;13670688.0;Fantasy, Science Fiction, Family, Animation
553;Paris, France;0;0.741522;1994-02-04;0.0;Drama, Comedy
554;The Beans of Egypt, Maine;0;0.38247;1994-01-01;0.0;
555;Killer;0;0.422224;1994-09-14;0.0;Thriller, Drama, Romance
556;Welcome to the Dollhouse;0;5.14056;1995-05-24;0.0;Comedy, Drama
557;Germinal;0;2.759302;1993-09-29;0.0;Drama, Romance
558;Chasers;0;9.85327;1994-04-22;1596687.0;Comedy, Romance
559;Cronos;0;5.513024;1993-09-12;0.0;Drama, Horror, Thriller
560;Naked in New York;0;0.449733;1993-11-10;0.0;Comedy, Romance
561;Kika;0;3.647321;1993-10-28;0.0;Comedy, Drama
562;Bhaji on the Beach;0;0.441585;1994-01-21;0.0;Comedy, Drama
563;Little Big League;0;1.960563;1994-06-29;0.0;Comedy, Family
564;Kådisbellan;0;1.764582;1993-09-24;0.0;Drama
565;Wide Eyed and Legless;0;0.00015;1993-09-05;0.0;TV Movie, Drama, Romance, Comedy
566;Foreign Student;0;0.002789;1994-07-29;0.0;Drama, Romance
567;Io speriamo che me la cavo;0;3.456868;1992-10-01;0.0;Comedy, Foreign
568;Spanking the Monkey;200000;2.799575;1994-01-15;0.0;Comedy, Drama
569;The Little Rascals;0;6.707109;1994-08-05;67308282.0;Romance, Comedy, Family
570;À la mode;0;8.2e-05;1993-09-10;0.0;Comedy
571;Andre;0;3.139316;1994-08-17;0.0;Drama, Family, Adventure
572;La scorta;0;0.046196;1993-01-01;0.0;Thriller, Crime, Drama
573;Princess Caraboo;0;1.943323;1994-09-16;3021629.0;Comedy, Drama, History, Mystery
574;The Celluloid Closet;0;6.784687;1996-01-30;0.0;History, Documentary
575;Métisse;0;1.040873;1993-01-01;0.0;Drama, Comedy, Romance, Foreign
576;Caro diario;0;2.904734;1993-10-12;0.0;Comedy, Drama
577;De eso no se habla;0;1.213481;1993-05-20;0.0;Romance, Drama
578;The Brady Bunch Movie;0;4.233092;1995-02-16;0.0;Comedy
579;Home Alone;18000000;0.702543;1990-11-09;476684675.0;Comedy, Family
580;Ghost;22000000;11.945397;1990-07-12;505000000.0;Fantasy, Drama, Thriller, Mystery, Romance
581;Aladdin;28000000;16.357419;1992-11-25;504050219.0;Animation, Family, Comedy, Adventure, Fantasy, Romance
582;Terminator 2: Judgment Day;100000000;22.661695;1991-07-01;520000000.0;Action, Thriller, Science Fiction
583;Dances with Wolves;22000000;11.654349;1990-11-09;424208848.0;Adventure, Drama, Western
584;Tough and Deadly;0;0.426887;1995-02-14;0.0;Thriller, Action, Drama
585;Batman;35000000;19.10673;1989-06-23;411348924.0;Fantasy, Action
586;The Silence of the Lambs;19000000;4.307222;1991-02-01;272742922.0;Crime, Drama, Thriller
587;Snow White and the Seven Dwarfs;1488423;16.263878;1937-12-20;184925486.0;Fantasy, Animation, Family
588;Beauty and the Beast;25000000;23.433511;1991-11-13;377350553.0;Romance, Family, Animation, Fantasy, Music
589;Pinocchio;2600000;14.202284;1940-02-23;84300000.0;Animation, Family
590;Pretty Woman;14000000;13.348451;1990-03-23;463000000.0;Romance, Comedy
591;Окно в Париж;0;0.345748;1993-12-01;0.0;Comedy, Drama, Fantasy
592;The Wild Bunch;6244087;11.722424;1969-06-17;638641.0;Adventure, Western
593;Love and a .45;0;3.40523;1994-11-23;0.0;Crime, Thriller
594;The Wooden Man's Bride;0;0.088451;1994-02-05;0.0;Drama, Foreign, Romance
595;A Great Day in Harlem;0;0.076352;1994-09-27;0.0;
596;Bye Bye Love;0;2.47308;1995-03-16;0.0;Comedy, Romance
597;One Fine Day;0;7.009946;1996-12-20;97529550.0;Comedy, Romance
598;Candyman: Farewell to the Flesh;0;4.983552;1995-03-17;13940383.0;Horror
599;Century;0;1.461029;1993-12-31;0.0;Romance, Drama
600;Fargo;7000000;12.61469;1996-04-05;60611975.0;Crime, Drama, Thriller
601;Homeward Bound II: Lost in San Francisco;0;14.657754;1996-03-08;32709423.0;Adventure, Comedy, Drama, Family
602;Heavy Metal;9300000;7.640073;1981-08-07;0.0;Animation, Science Fiction
603;Hellraiser: Bloodline;4000000;5.263187;1996-03-08;16675000.0;Horror, Thriller, Science Fiction
604;The Pallbearer;8000000;8.174116;1996-05-03;0.0;Comedy, Romance
605;Jane Eyre;0;2.420301;1996-02-09;0.0;Drama, Romance
606;Loaded;500000;0.618066;1996-04-12;0.0;Drama, Mystery, Thriller
607;Pane e cioccolata;0;1.306628;1974-05-05;0.0;Comedy, Foreign
608;The Aristocats;4000000;9.834047;1970-12-23;55675257.0;Animation, Comedy, Family, Adventure
609;La flor de mi secreto;0;2.286788;1995-09-22;0.0;Drama, Romance
610;Two Much;0;1.620174;1996-02-14;0.0;Comedy, Romance
611;Ed;0;5.174212;1996-03-15;0.0;Comedy, Family
612;Schrei aus Stein;0;0.736081;1991-01-01;0.0;Adventure, Drama, Documentary
613;Ma saison préférée;0;0.516924;1993-05-14;0.0;Drama
614;A Modern Affair;0;0.173207;1996-09-06;0.0;
615;Condition Red;0;0.793932;1995-12-08;0.0;Thriller, Action, Drama
616;Asfour Stah;0;1.983301;1990-01-01;0.0;Comedy, Drama
617;A Thin Line Between Love and Hate;0;2.256747;1996-04-04;0.0;Comedy, Thriller, Crime, Romance
618;The Last Supper;0;4.619915;1995-09-08;442965.0;Comedy, Thriller, Crime, Drama
619;Primal Fear;30000000;10.326213;1996-04-03;102616183.0;Crime, Drama, Mystery, Thriller
